timestamp;buyer;seller;symbol;currency;price;quantity
599500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10000;2
604700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10001;12
605300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10007;7
608700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10004;15
611000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10008;6
616500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10008;6
622000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10009;6
634800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10010;2
636700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;3
645500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;2
646500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10013;13
646500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10012;6
647000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10015;13
647400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10018;14
647500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;15
658900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10024;8
659300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;12
681800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9977;12
681800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;26
681900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9977;14
681900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;26
682000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;15
683200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9978;14
683300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9978;15
683400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;10
683500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9973;7
693800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10001;6
697000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10002;11
698500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10004;12
699400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10008;11
699400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10006;3
699500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10009;14
699700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;14
700000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10016;12
700100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10019;13
700100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10017;22
700700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;10
700800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;10
700900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10028;7
700900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;10
701000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10022;10
701100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;10
701600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;12
701700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;14
701800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;11
701900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;11
702000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;10
702100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;11
702200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;11
702300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;12
702400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10029;6
702400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10022;13
702500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10022;12
702600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10023;12
702600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;21
702700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;11
702800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;11
702900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10022;13
703000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10023;11
703000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;20
764200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;10000;4
764400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9999;5
771400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9998;9
783500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9995;10
783600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9992;11
783600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9995;27
785300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9987;6
795700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9986;4
802300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9986;2
804800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9985;4
805900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9984;3
806200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9984;4
806800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9983;11
807000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9981;10
807100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;15
807200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;10
807300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;12
807400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;13
807500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;12
807700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;14
807900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;12
808000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;11
813100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;13
813200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;10
813300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;13
827600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9969;5
827600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9978;12
827600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;29
827700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9978;13
827700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;27
827800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9978;12
828100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9973;9
843000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10009;3
850400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10010;6
852800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10014;6
853200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10017;10
856600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10015;11
867200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10016;3
884400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10018;11
884700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10019;14
885100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;11
885700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;15
885800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;14
885900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;15
886000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10022;13
886000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;27
886100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10023;14
886100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;24
886200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10023;12
886200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;22
886300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10026;13
886300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10024;21
886400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10025;13
886400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10023;23
886500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10027;10
886500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10025;24
886600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10025;10
886600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10022;7
901000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9999;15
901100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9997;15
901300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9993;12
901400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9991;13
901600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9990;15
902300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9987;12
902900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;7
903200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9977;8
903400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;11
908000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;4
908600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;15
908700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;15
908800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9978;14
908900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;10
914200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9970;7
914200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;10
914300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9978;12
914400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;12
914500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9978;12
914500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;26
914600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9977;11
914600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;24
914700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9972;10
914700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;11
914800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;13
914900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;12
915100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;13
915200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;15
915300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;14
915400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9979;13
915500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9970;6
915500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9978;13
927500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10000;13
928400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10002;6
930300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10007;4
940700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10004;3
941300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10005;4
942000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10006;2
946100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10006;12
946500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10009;12
949600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;4
950600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;4
952700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10013;15
955200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10015;12
955500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10017;10
955600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10019;11
955700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;13
956400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;12
956500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;13
958900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;15
959000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10024;12
959000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;29
959100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10025;10
959100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10023;28
959200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10022;12
959300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;14
959400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10022;14
959400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;25
959500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;14
959600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10027;10
959700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;15
959800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10027;4
960100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;11
960200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10024;14
960200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;20
960300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10025;3
980400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;10000;2
981600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9997;4
982400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9998;13
983100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9995;4
988300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9995;4
990400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9995;4
992100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9993;8
992800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9991;10
993100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9991;12
993500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9986;13
995600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9983;10
995600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9986;26
996100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;4
997000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9978;5
997900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;12
998000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;15
998100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9977;15
998100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9980;27
998200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9975;15
998200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9978;23
998300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9971;12
998300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9974;21
998400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9974;11
998400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9977;23
998500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9975;13
998500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9977;27
998600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9973;13
998600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9975;22
998700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9976;10
998700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9978;20
998800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9976;2
