product_a,product_b,correlation,abs_correlation,category_a,category_b,same_category
PANEL_1X4,PEBBLES_S,-0.00973683919965427,0.00973683919965427,Panels,Pebbles,False
SLEEP_POD_POLYESTER,TRANSLATOR_ASTRO_BLACK,-0.009717066748563138,0.009717066748563138,Sleep pods,Translators,False
ROBOT_LAUNDRY,ROBOT_MOPPING,-0.009604255759625391,0.009604255759625391,Robots,Robots,True
PEBBLES_XS,UV_VISOR_MAGENTA,-0.009520762938145287,0.009520762938145287,Pebbles,UV visors,False
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_S,-0.009455454323115767,0.009455454323115767,Galaxy sounds,Pebbles,False
MICROCHIP_CIRCLE,PEBBLES_XS,-0.009442987547946117,0.009442987547946117,Microchips,Pebbles,False
MICROCHIP_TRIANGLE,ROBOT_DISHES,-0.009389565736167222,0.009389565736167222,Microchips,Robots,False
ROBOT_DISHES,TRANSLATOR_ASTRO_BLACK,-0.009288086511959056,0.009288086511959056,Robots,Translators,False
PEBBLES_L,SLEEP_POD_SUEDE,-0.009153420803743956,0.009153420803743956,Pebbles,Sleep pods,False
MICROCHIP_RECTANGLE,ROBOT_MOPPING,-0.009107262626680145,0.009107262626680145,Microchips,Robots,False
ROBOT_IRONING,ROBOT_LAUNDRY,-0.009050840358147913,0.009050840358147913,Robots,Robots,True
MICROCHIP_TRIANGLE,SLEEP_POD_COTTON,-0.008934583557059953,0.008934583557059953,Microchips,Sleep pods,False
MICROCHIP_OVAL,SLEEP_POD_COTTON,-0.00889169703940156,0.00889169703940156,Microchips,Sleep pods,False
GALAXY_SOUNDS_DARK_MATTER,PEBBLES_XL,-0.008827784410820605,0.008827784410820605,Galaxy sounds,Pebbles,False
PEBBLES_M,SNACKPACK_STRAWBERRY,-0.008720847425873396,0.008720847425873396,Pebbles,Snackpacks,False
MICROCHIP_CIRCLE,PEBBLES_M,-0.008624435091180431,0.008624435091180431,Microchips,Pebbles,False
PANEL_2X2,PANEL_2X4,-0.008451855557575185,0.008451855557575185,Panels,Panels,True
OXYGEN_SHAKE_MINT,PEBBLES_L,-0.008412619927063238,0.008412619927063238,Oxygen shakes,Pebbles,False
MICROCHIP_TRIANGLE,ROBOT_VACUUMING,-0.008356092210361203,0.008356092210361203,Microchips,Robots,False
MICROCHIP_CIRCLE,SNACKPACK_STRAWBERRY,-0.008342521368065011,0.008342521368065011,Microchips,Snackpacks,False
GALAXY_SOUNDS_SOLAR_WINDS,PANEL_2X2,-0.008235842765360317,0.008235842765360317,Galaxy sounds,Panels,False
