day,timestamp,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_2X4,PANEL_4X4,PEBBLES_L,PEBBLES_M,PEBBLES_S,PEBBLES_XL,PEBBLES_XS,ROBOT_DISHES,ROBOT_IRONING,ROBOT_LAUNDRY,ROBOT_MOPPING,ROBOT_VACUUMING,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,UV_VISOR_AMBER,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_YELLOW
2,1000,9968.5,9986.5,9968.5,10017.5,10067.5,9989.5,9996.5,10003.5,9997.5,10002.5,10000.0,10000.0,9991.5,10030.5,9993.5,10031.5,9939.5,9952.5,10029.5,10021.5,9977.5,10049.5,10007.5,9928.5,10037.5,9953.0,10000.0,10000.0,10031.0,9990.0,10019.5,9937.5,10002.5,10014.5,9999.5,10010.5,9981.5,10016.5,9981.5,9996.5,9996.5,10001.5,10018.5,10011.5,10022.5,10019.5,10040.5,10044.5,9980.5,9959.5
2,1100,9981.5,9978.5,9970.5,10028.5,10059.5,9980.5,9997.5,10004.5,9998.5,10003.5,10000.0,10000.0,9980.5,10048.0,10002.5,10009.5,9940.0,9949.5,10023.5,10005.5,9966.5,10027.5,10042.5,9950.5,10013.5,9969.5,10000.0,10020.0,10024.5,9999.0,10027.5,9936.5,10002.5,10005.5,9988.5,10010.5,9978.5,10025.5,9971.5,9996.5,9988.5,9982.5,10013.5,10004.5,10027.5,10024.5,10040.5,10033.5,9983.5,9947.5
2,1200,9972.5,9972.5,9985.5,10020.5,10046.5,9976.5,9997.5,10002.5,10000.5,10001.5,10000.0,9990.0,9983.5,10039.5,9997.5,10021.5,9938.5,9959.5,10026.5,10007.5,9989.5,10022.5,10061.5,9916.5,10009.5,9966.5,10000.0,10033.5,10028.5,10015.0,10031.5,9936.5,10001.5,9985.5,9996.5,10012.5,9979.5,10025.5,9968.5,9993.5,9989.5,9982.5,10015.5,9998.5,10018.5,10029.5,10036.5,10039.5,9975.5,9947.5
2,1300,9975.5,9986.5,9987.5,10027.5,10056.5,9966.5,9998.5,10003.5,10000.5,10002.5,10000.0,10000.0,9977.5,10046.5,9981.5,10019.5,9938.5,9954.5,10029.5,9999.5,9994.5,10008.5,10092.5,9923.5,9980.5,9973.5,10000.0,10025.5,10041.5,9993.5,10036.5,9926.5,9988.5,9974.5,9999.5,10012.5,9976.5,10035.5,9960.5,9991.0,9981.5,9980.5,10014.5,10007.5,10007.5,10021.5,10025.5,10039.5,9975.5,9938.0
2,1400,9972.5,9977.5,9974.5,10009.5,10073.5,9996.5,9997.5,10003.5,10000.5,10001.5,10100.0,10000.0,9963.5,10041.5,9972.5,10014.5,9923.5,9930.5,10015.5,10008.5,9997.5,10004.5,10092.5,9956.5,9948.5,9978.5,10000.0,10028.5,10035.5,9993.5,10038.5,9913.5,9995.5,9975.5,9993.5,10014.5,9979.5,10027.5,9966.5,9987.5,9974.5,9989.5,10018.5,10018.5,10006.5,10021.5,10018.5,10035.5,9972.5,9935.5
2,1500,9968.5,9981.5,9967.5,10009.5,10094.0,9977.5,9997.5,10002.5,10001.5,10001.5,10100.0,10000.0,9965.5,10025.5,9990.5,10017.5,9934.5,9927.0,10016.5,10000.5,9996.5,10015.5,10096.0,9944.5,9947.0,9990.5,10000.0,10037.0,10038.5,9986.5,10015.5,9921.5,9997.5,9974.5,9986.5,10011.5,9983.5,10021.0,9970.5,9991.5,9978.5,9987.5,10025.5,10018.5,9999.5,10007.5,10003.5,10029.5,9983.5,9941.5
2,1600,9962.5,9984.5,9958.5,9993.5,10105.5,9984.5,9996.5,10002.5,10002.5,10001.5,10100.0,10000.0,9953.5,10016.5,9978.5,10023.5,9933.5,9933.5,10011.5,10010.5,9977.5,10026.5,10108.5,9955.5,9931.5,9988.5,9990.0,10042.5,10038.5,9995.0,10029.5,9930.5,9992.5,9968.5,9989.5,10012.5,9988.5,10019.0,9973.5,9991.5,9968.5,9984.5,10018.5,10007.5,10012.5,10014.5,10012.5,10027.5,9980.5,9941.5
2,1700,9975.5,9983.0,9963.5,9982.5,10090.5,9985.5,9996.5,10000.5,10000.5,10001.5,10100.0,10000.0,9955.5,10025.5,9955.0,10024.5,9930.5,9938.5,10017.5,10007.5,9972.5,10019.5,10115.5,9947.5,9945.0,9986.5,9990.0,10056.5,10040.0,9996.5,10037.5,9946.0,9991.5,9964.5,9982.5,10013.5,9984.5,10025.5,9962.5,9995.5,9951.5,9995.5,10007.5,10015.5,9994.5,10017.5,10027.5,10022.5,9979.5,9940.5
2,1800,9963.5,9982.5,9970.5,9980.5,10100.5,9973.5,9997.5,10001.5,9999.5,10002.5,10100.0,10000.0,9961.5,10025.5,9943.5,10033.5,9923.5,9950.5,10011.5,9999.5,9960.5,10013.5,10116.5,9944.5,9964.5,9972.5,10000.0,10079.5,10045.5,9996.5,10055.5,9967.5,9989.5,9958.5,9983.5,10002.5,9991.5,10018.5,9975.5,10006.5,9943.5,9989.5,10004.5,10008.5,9976.5,10013.5,10035.5,10030.5,9976.5,9922.5
2,1900,9972.5,9986.5,9971.5,9973.5,10089.5,9964.5,9997.5,10001.5,10000.5,10002.5,10100.0,10000.0,9975.5,10039.5,9949.5,10024.5,9938.5,9937.5,10001.5,9988.5,9948.5,10016.5,10120.5,9945.5,9968.5,9957.0,10000.0,10090.5,10036.0,10006.0,10053.5,9962.5,9985.5,9960.5,9988.5,9994.5,9987.5,10028.5,9966.5,10017.5,9926.5,9968.5,10003.5,10003.5,9971.5,10012.5,10044.5,10013.5,9963.5,9926.5
2,2000,9946.5,9988.5,9993.5,9984.5,10092.5,9951.5,9995.5,10001.5,9999.5,10001.5,10100.0,10000.0,9957.5,10035.5,9953.5,10023.5,9941.5,9925.5,9991.5,9986.5,9937.5,10012.5,10124.0,9974.5,9951.5,9954.0,10000.0,10099.5,10031.0,10007.5,10045.5,9949.5,9995.5,9946.5,9996.5,9996.5,9992.5,10021.5,9973.0,10015.5,9925.5,9974.5,10013.5,9989.5,9977.5,10021.5,10043.5,10005.5,9972.5,9914.5
2,2100,9941.5,9994.5,9983.5,9987.5,10109.5,9943.5,9993.5,10001.5,9998.5,10000.5,10100.0,10000.0,9970.5,10023.5,9949.5,10028.5,9923.5,9918.5,9991.5,9987.5,9941.5,10020.5,10119.5,9949.5,9969.5,9951.0,10000.0,10114.0,10029.5,10017.5,10041.5,9950.5,10004.5,9936.5,9989.5,10001.5,9998.5,10019.5,9979.5,10013.5,9913.5,9965.5,10016.5,9985.5,9979.5,10016.5,10030.5,10011.5,9976.5,9910.5
2,2200,9946.0,10008.5,9970.5,9997.5,10102.5,9942.5,9997.5,10000.5,9998.5,9998.5,10100.0,10000.0,9987.5,10036.5,9948.5,10029.5,9917.5,9923.5,10010.5,9975.5,9943.5,10024.5,10110.5,9963.5,9957.5,9950.0,9990.0,10125.0,10032.0,10019.5,10051.5,9948.5,9996.5,9920.0,10008.5,10009.5,9994.5,10029.5,9971.5,10004.5,9909.5,9976.5,10015.5,9994.5,9967.5,10020.5,10042.5,9993.5,9977.5,9896.5
2,2300,9927.5,9994.5,9975.5,10013.5,10114.0,9941.5,9996.5,9999.5,9998.5,9998.5,10100.0,10000.0,9978.5,10018.5,9959.5,10035.5,9922.5,9921.5,10007.5,9969.5,9936.5,10023.5,10113.5,9971.5,9954.5,9957.0,9990.0,10127.5,10029.5,10013.5,10068.5,9941.5,10006.5,9916.5,9995.0,10011.5,10000.5,10019.5,9980.5,10002.5,9920.5,9984.5,10021.5,9989.5,9954.5,10017.5,10021.5,9993.5,9957.5,9903.5
2,2400,9941.5,9992.5,9979.5,10007.5,10125.5,9942.5,9995.5,9999.5,9997.5,9996.5,10100.0,10000.0,9963.5,10017.5,9983.5,10029.5,9921.5,9916.0,10018.5,9993.5,9916.5,10006.5,10100.5,10010.5,9966.5,9961.5,9990.0,10120.0,10020.0,9998.0,10072.0,9935.5,10000.5,9902.0,10005.5,10006.5,9992.5,10028.5,9971.5,10008.5,9914.5,9996.5,10013.5,9977.5,9931.5,10001.5,10015.5,10001.5,9960.5,9915.5
2,2500,9919.5,9972.0,9976.5,10010.5,10118.5,9945.5,9993.5,9998.5,9998.5,9996.5,10100.0,10000.0,9964.0,10019.5,9984.5,10028.5,9926.5,9915.5,10011.5,9998.5,9915.5,9994.5,10091.5,10014.5,9983.5,9970.0,9980.0,10120.5,10032.0,10015.0,10051.5,9922.5,10003.5,9884.5,10005.5,10007.5,9996.5,10029.5,9973.5,10005.5,9914.5,9989.5,10012.5,9969.5,9921.5,10009.5,10032.5,10012.5,9941.5,9911.5
2,2600,9918.0,9978.5,9962.0,10006.5,10110.5,9959.5,9993.5,9998.5,9999.5,9997.5,10100.0,10000.0,9963.5,10024.5,9981.5,10031.5,9941.5,9918.5,10002.5,10005.5,9885.5,9978.5,10097.5,10066.5,9972.5,9956.5,9980.0,10138.5,10039.5,10021.0,10053.5,9922.5,10005.5,9895.5,10006.5,9997.5,9998.5,10028.5,9974.5,10015.5,9909.5,9997.5,10005.5,9959.5,9928.5,9991.5,10019.5,10021.5,9943.5,9912.5
2,2700,9919.5,9956.5,9962.5,10003.5,10116.5,9967.5,9992.5,9998.5,10000.5,9999.5,10100.0,10000.0,9957.5,10032.5,9973.5,10021.5,9934.5,9915.5,10001.5,10011.5,9882.5,9974.5,10130.0,10049.0,9963.5,9962.0,9980.0,10122.5,10015.5,10017.5,10062.5,9900.5,10023.5,9890.5,9986.5,9997.5,10002.5,10024.5,9979.5,10013.5,9895.5,9999.5,10003.5,9946.5,9922.5,9987.5,10013.5,10016.5,9938.5,9907.5
2,2800,9917.5,9941.5,9962.5,10006.5,10103.5,9973.5,9992.5,9998.5,10001.5,9998.5,10100.0,10000.0,9949.5,10017.5,9967.0,10011.5,9923.5,9884.5,10011.5,10015.5,9862.5,9958.5,10145.5,10086.5,9946.5,9968.5,10000.0,10117.5,9985.5,10017.0,10070.5,9879.5,10034.5,9880.5,9994.5,9993.5,9999.5,10025.5,9979.5,10017.5,9882.5,10006.5,9989.5,9935.5,9925.5,9976.5,10013.5,10030.5,9945.5,9895.5
2,2900,9924.5,9944.5,9970.5,10018.5,10105.5,9974.5,9991.5,9999.5,10002.5,9998.5,10100.0,10000.0,9956.5,10022.5,9956.5,10001.5,9921.5,9892.5,10006.5,9991.5,9888.5,9958.5,10147.0,10059.5,9946.5,9960.0,10000.0,10136.0,9994.0,10017.5,10067.5,9896.5,10036.5,9887.5,10010.5,9986.5,9995.5,10036.5,9971.5,10025.0,9884.5,10006.5,9989.5,9919.5,9920.5,9959.5,10024.5,10027.5,9957.5,9896.5
2,3000,9924.5,9936.5,9961.5,10025.5,10123.5,9982.5,9990.5,9998.5,10002.5,9997.5,10000.0,10000.0,9952.0,10017.5,9959.5,10014.0,9908.5,9901.5,9997.5,9983.5,9891.5,9949.0,10124.0,10091.0,9944.5,9950.5,10000.0,10133.0,9974.5,10019.5,10055.5,9909.5,10038.5,9888.5,10016.5,9973.5,9991.5,10038.5,9967.5,10037.5,9877.5,10015.5,10003.5,9917.5,9911.5,9952.5,10031.5,10017.5,9964.5,9897.5
2,3100,9924.5,9927.5,9962.5,10020.5,10114.5,9994.5,9993.5,10000.5,10003.5,9996.5,10000.0,10000.0,9950.5,10026.5,9951.5,10014.5,9902.5,9910.5,9998.5,9976.5,9862.5,9971.5,10105.5,10127.5,9932.5,9960.0,10000.0,10128.5,9970.5,10004.5,10063.5,9902.5,10041.5,9873.5,10014.5,9978.5,9991.5,10041.5,9964.5,10033.5,9896.0,10005.5,9995.5,9906.5,9917.0,9945.5,10012.0,10025.5,9955.5,9897.5
2,3200,9911.5,9918.5,9970.5,10017.5,10124.5,10006.5,9992.5,10002.5,10003.5,9998.5,10000.0,10000.0,9948.5,10015.5,9952.5,10015.5,9902.0,9909.5,10014.5,9960.5,9876.5,9988.5,10116.5,10083.5,9934.5,9951.0,10000.0,10143.0,9968.5,10028.5,10078.5,9919.5,10034.5,9863.5,10022.5,9979.5,9985.5,10054.5,9951.5,10031.5,9899.5,10015.5,9993.5,9911.5,9918.5,9951.5,10015.5,10025.5,9960.5,9895.5
2,3300,9910.5,9908.5,9972.5,10022.5,10102.5,10001.5,9992.5,10000.5,10004.5,9996.5,10000.0,10000.0,9950.5,10011.5,9987.5,10015.5,9890.5,9891.5,10005.5,9961.5,9862.5,9972.0,10138.5,10094.5,9932.5,9937.5,10000.0,10136.0,9972.5,10035.5,10082.5,9899.5,10021.5,9868.5,10028.5,9979.5,9983.5,10054.5,9950.5,10032.5,9905.5,9995.5,9988.5,9924.5,9922.5,9936.5,9996.5,10021.5,9949.5,9886.5
2,3400,9909.5,9909.5,9981.5,10033.5,10098.5,10006.5,9991.5,10000.5,10002.5,9996.5,10000.0,10000.0,9958.5,10009.5,9974.5,10014.5,9899.5,9901.5,10005.5,9979.5,9863.5,9983.5,10141.5,10094.5,9916.5,9941.0,10000.0,10138.0,9952.5,10040.5,10082.5,9896.5,10009.5,9857.5,10020.5,9984.5,9992.5,10040.5,9964.5,10026.5,9920.5,10004.5,9986.5,9915.5,9944.5,9941.5,9995.5,10029.5,9929.5,9886.5
2,3500,9906.5,9915.5,9979.5,10030.5,10087.5,10026.5,9990.5,10001.5,10002.5,9996.5,10000.0,10000.0,9948.5,10019.5,9980.5,10010.5,9904.5,9899.5,10008.5,9978.5,9862.5,9983.5,10152.5,10092.5,9909.5,9933.0,10000.0,10135.0,9945.5,10043.0,10092.5,9895.5,9995.5,9859.5,10032.5,9986.5,9986.5,10046.5,9958.5,10025.5,9917.5,10004.5,9989.5,9921.5,9934.5,9937.5,9998.5,10025.5,9926.5,9895.0
2,3600,9912.5,9946.5,9969.5,10038.5,10086.5,10027.5,9990.5,10001.5,10003.5,9994.5,10000.0,10000.0,9951.5,10022.5,9987.5,10025.5,9900.5,9900.5,10011.5,9985.5,9869.5,9977.5,10158.5,10092.5,9902.5,9934.5,10000.0,10120.0,9951.0,10045.0,10090.5,9903.5,9975.5,9864.5,10039.5,9978.5,9992.5,10036.5,9968.5,10033.5,9916.5,9986.5,9987.0,9927.5,9935.5,9909.5,10009.5,10024.5,9925.5,9904.5
2,3700,9909.5,9951.5,9961.5,10051.5,10066.5,10008.0,9988.0,9999.0,10001.0,9991.0,10000.0,10000.0,9933.5,10013.5,10004.5,10025.5,9880.5,9882.5,10000.5,9979.5,9853.5,9987.5,10151.5,10108.0,9899.0,9926.5,10000.0,10108.0,9960.5,10049.5,10093.5,9907.5,9977.5,9867.5,10035.0,9975.5,9989.5,10041.5,9964.5,10033.5,9930.5,9983.5,9982.5,9928.5,9916.5,9907.5,10020.5,10033.5,9929.5,9911.5
2,3800,9901.5,9952.5,9959.5,10059.5,10066.5,10002.5,9989.5,10000.5,10003.5,9992.5,10000.0,10000.0,9900.0,10034.5,9986.5,10033.5,9893.5,9893.5,10005.5,9979.5,9859.5,9986.5,10161.0,10085.5,9907.0,9920.0,10000.0,10101.5,9947.5,10028.5,10109.5,9892.5,9994.5,9883.5,10050.5,9985.5,9982.5,10051.0,9956.5,10023.5,9949.5,9986.5,9967.5,9915.5,9912.5,9888.5,10040.5,10028.5,9921.5,9913.5
2,3900,9887.5,9965.5,9949.5,10050.5,10074.5,10003.5,9990.5,10000.5,10003.5,9992.5,10000.0,10000.0,9903.5,10023.5,9995.5,10028.5,9887.5,9886.0,10003.5,9984.5,9854.5,10013.5,10165.5,10036.5,9929.5,9934.0,10000.0,10074.5,9946.5,10023.5,10107.5,9893.5,10003.5,9887.5,10050.5,9988.5,9986.5,10045.5,9962.5,10023.5,9941.5,9983.5,9948.5,9919.5,9918.5,9877.5,10048.5,10038.5,9916.5,9912.5
2,4000,9897.5,9975.5,9934.5,10064.5,10083.0,10004.5,9990.5,10001.5,10002.5,9991.5,10000.0,10000.0,9906.5,10016.5,10011.5,10017.5,9880.5,9879.5,10005.5,9982.5,9840.5,10014.5,10160.5,10064.5,9919.5,9936.5,10000.0,10081.0,9940.5,10029.0,10111.5,9892.5,10010.5,9896.5,10062.5,9990.5,9992.5,10040.5,9966.5,10020.5,9935.5,9986.5,9961.5,9924.5,9918.5,9864.5,10040.5,10033.5,9933.5,9910.5
2,4100,9887.5,9969.5,9939.5,10069.5,10085.5,10013.5,9991.5,9999.5,10002.5,9989.5,10000.0,10000.0,9899.5,10008.5,9999.5,10022.5,9900.5,9869.5,9993.5,9997.5,9836.5,10000.5,10153.5,10073.5,9936.5,9935.5,10000.0,10074.5,9931.5,10025.5,10132.5,9899.5,10009.5,9878.0,10041.5,9988.5,9984.5,10052.5,9956.5,10018.5,9934.5,9975.5,9954.5,9925.5,9909.5,9855.5,10054.5,10013.5,9925.5,9909.5
2,4200,9889.5,9973.5,9922.5,10080.5,10089.5,10009.5,9990.5,9999.5,10002.5,9988.5,10000.0,10000.0,9915.0,10008.5,9995.5,10040.5,9907.5,9861.5,10004.5,10010.5,9824.5,9990.5,10177.5,10083.5,9924.5,9930.5,10000.0,10054.5,9929.5,10025.5,10138.5,9884.5,9999.5,9891.0,10031.5,9989.5,9991.5,10047.5,9964.5,10016.5,9927.5,9974.5,9954.5,9923.5,9897.5,9843.5,10069.5,10031.5,9943.5,9906.0
2,4300,9883.5,9977.5,9921.5,10081.5,10070.5,10008.5,9990.5,10001.5,10002.5,9989.5,10000.0,10000.0,9925.5,9994.5,9997.5,10037.5,9910.5,9866.5,10002.5,9987.5,9818.5,9993.5,10171.5,10100.5,9915.5,9927.5,10000.0,10046.5,9935.5,10030.0,10137.5,9893.0,10019.5,9883.5,10041.5,9990.5,9993.5,10049.5,9961.5,10016.5,9935.5,9976.5,9942.5,9923.5,9888.5,9849.5,10051.5,10026.5,9949.5,9899.5
2,4400,9888.5,9967.5,9920.5,10078.0,10069.0,10004.5,9992.5,10003.5,10000.5,9988.5,10000.0,10000.0,9929.5,9989.5,9987.5,10038.5,9914.5,9865.5,9998.5,9980.5,9850.0,10000.5,10173.5,10068.5,9907.5,9902.0,10000.0,10054.5,9960.5,10017.5,10126.5,9893.0,10030.5,9881.5,10038.5,9979.5,9996.5,10051.5,9956.5,10025.5,9938.5,9979.5,9939.5,9923.5,9883.5,9857.5,10043.5,10004.5,9953.5,9901.5
2,4500,9899.5,9965.5,9920.0,10067.0,10075.5,10019.5,9991.5,10004.5,9999.5,9987.5,10000.0,10000.0,9929.0,9995.0,9993.5,10044.5,9891.0,9873.5,9993.5,9988.5,9847.5,10000.5,10171.5,10069.5,9911.5,9899.5,10000.0,10042.5,9970.5,10010.0,10135.5,9901.5,10026.5,9897.0,10056.0,9981.5,9989.5,10062.0,9947.5,10023.5,9943.5,9977.5,9940.5,9908.5,9896.5,9868.5,10038.5,10014.5,9944.5,9918.5
2,4600,9911.5,9958.5,9928.5,10080.5,10084.5,10023.5,9992.5,10002.5,10000.5,9987.5,10000.0,10000.0,9935.5,9984.5,9995.5,10041.5,9879.5,9887.5,9999.5,9996.5,9845.5,9994.5,10183.0,10063.5,9914.0,9899.5,10000.0,10038.5,9963.0,10015.5,10147.5,9890.5,10024.5,9894.5,10042.5,9977.5,9987.5,10063.5,9945.5,10026.5,9929.5,9966.5,9950.5,9901.5,9912.0,9858.0,10009.5,10019.5,9942.5,9917.5
2,4700,9913.5,9962.5,9939.5,10099.5,10082.5,10022.5,9992.5,10001.5,10001.5,9987.5,10000.0,10000.0,9943.5,9994.5,10001.5,10039.5,9884.0,9898.5,10007.5,9994.5,9834.0,9988.5,10194.0,10107.5,9876.0,9886.0,10000.0,10044.0,9964.5,9996.0,10143.5,9901.5,10029.5,9887.5,10061.5,9980.5,9989.5,10058.5,9951.5,10022.5,9920.5,9973.5,9945.5,9896.5,9911.5,9851.0,10006.5,10015.5,9950.5,9927.0
