product_a,product_b,correlation,abs_correlation,category_a,category_b,same_category
SLEEP_POD_NYLON,SNACKPACK_RASPBERRY,0.020631729388296195,0.020631729388296195,Sleep pods,Snackpacks,False
OXYGEN_SHAKE_GARLIC,SNACKPACK_RASPBERRY,0.020471067880931886,0.020471067880931886,Oxygen shakes,Snackpacks,False
PANEL_1X2,SNACKPACK_PISTACHIO,0.020237108435057157,0.020237108435057157,Panels,Snackpacks,False
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_STRAWBERRY,0.02019677377428373,0.02019677377428373,Galaxy sounds,Snackpacks,False
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_PISTACHIO,0.020115674843149755,0.020115674843149755,Oxygen shakes,Snackpacks,False
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_CHOCOLATE,0.019901726034522844,0.019901726034522844,Galaxy sounds,Snackpacks,False
UV_VISOR_ORANGE,UV_VISOR_RED,0.01955601990621495,0.01955601990621495,UV visors,UV visors,True
SLEEP_POD_SUEDE,SNACKPACK_RASPBERRY,0.019363635955297047,0.019363635955297047,Sleep pods,Snackpacks,False
SNACKPACK_PISTACHIO,UV_VISOR_AMBER,0.01912710928237906,0.01912710928237906,Snackpacks,UV visors,False
SNACKPACK_CHOCOLATE,TRANSLATOR_GRAPHITE_MIST,0.018873777762641313,0.018873777762641313,Snackpacks,Translators,False
GALAXY_SOUNDS_SOLAR_WINDS,UV_VISOR_YELLOW,0.01887074411490816,0.01887074411490816,Galaxy sounds,UV visors,False
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_CHOCOLATE,0.01884728807288084,0.01884728807288084,Galaxy sounds,Snackpacks,False
PANEL_1X2,SNACKPACK_VANILLA,0.01866354944763501,0.01866354944763501,Panels,Snackpacks,False
SNACKPACK_VANILLA,UV_VISOR_MAGENTA,0.01810322858309954,0.01810322858309954,Snackpacks,UV visors,False
GALAXY_SOUNDS_DARK_MATTER,PANEL_2X4,0.01800945676624311,0.01800945676624311,Galaxy sounds,Panels,False
OXYGEN_SHAKE_GARLIC,SNACKPACK_CHOCOLATE,0.017954459551623694,0.017954459551623694,Oxygen shakes,Snackpacks,False
PEBBLES_XS,TRANSLATOR_VOID_BLUE,-0.017818857289031695,0.017818857289031695,Pebbles,Translators,False
SNACKPACK_STRAWBERRY,UV_VISOR_ORANGE,0.017815901999373815,0.017815901999373815,Snackpacks,UV visors,False
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_CHOCOLATE,0.017706138062974143,0.017706138062974143,Oxygen shakes,Snackpacks,False
OXYGEN_SHAKE_GARLIC,SLEEP_POD_POLYESTER,0.0176995481300104,0.0176995481300104,Oxygen shakes,Sleep pods,False
SNACKPACK_VANILLA,TRANSLATOR_SPACE_GRAY,0.017612738902456276,0.017612738902456276,Snackpacks,Translators,False
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE,0.017523132750938912,0.017523132750938912,Translators,Translators,True
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_YELLOW,0.017331170331781536,0.017331170331781536,Galaxy sounds,UV visors,False
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_CHOCOLATE,0.017325474932290478,0.017325474932290478,Galaxy sounds,Snackpacks,False
SNACKPACK_PISTACHIO,TRANSLATOR_VOID_BLUE,0.017131820886086852,0.017131820886086852,Snackpacks,Translators,False
SNACKPACK_STRAWBERRY,TRANSLATOR_ECLIPSE_CHARCOAL,0.017073962521897978,0.017073962521897978,Snackpacks,Translators,False
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_RASPBERRY,0.017059527017747607,0.017059527017747607,Oxygen shakes,Snackpacks,False
SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,0.017030743389767886,0.017030743389767886,Snackpacks,Snackpacks,True
OXYGEN_SHAKE_MINT,SNACKPACK_RASPBERRY,0.017007133156617112,0.017007133156617112,Oxygen shakes,Snackpacks,False
GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES_S,-0.016875616153473355,0.016875616153473355,Galaxy sounds,Pebbles,False
SNACKPACK_VANILLA,TRANSLATOR_ASTRO_BLACK,0.016734952456233278,0.016734952456233278,Snackpacks,Translators,False
SLEEP_POD_COTTON,SNACKPACK_PISTACHIO,0.01661414571495246,0.01661414571495246,Sleep pods,Snackpacks,False
PANEL_4X4,SNACKPACK_VANILLA,0.016528968438144755,0.016528968438144755,Panels,Snackpacks,False
SNACKPACK_PISTACHIO,UV_VISOR_YELLOW,0.016525741555748794,0.016525741555748794,Snackpacks,UV visors,False
SNACKPACK_VANILLA,UV_VISOR_ORANGE,0.016424522498092686,0.016424522498092686,Snackpacks,UV visors,False
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_PISTACHIO,0.016401378041555278,0.016401378041555278,Galaxy sounds,Snackpacks,False
OXYGEN_SHAKE_MINT,SLEEP_POD_NYLON,0.01628172431537293,0.01628172431537293,Oxygen shakes,Sleep pods,False
PANEL_1X4,UV_VISOR_AMBER,0.016224434816738232,0.016224434816738232,Panels,UV visors,False
SLEEP_POD_NYLON,SNACKPACK_CHOCOLATE,0.016198109134980345,0.016198109134980345,Sleep pods,Snackpacks,False
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_AMBER,0.01614220477569319,0.01614220477569319,Oxygen shakes,UV visors,False
SNACKPACK_RASPBERRY,TRANSLATOR_GRAPHITE_MIST,0.01606816927357914,0.01606816927357914,Snackpacks,Translators,False
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_GARLIC,0.01603134787632035,0.01603134787632035,Galaxy sounds,Oxygen shakes,False
SNACKPACK_VANILLA,TRANSLATOR_VOID_BLUE,0.01593921004001651,0.01593921004001651,Snackpacks,Translators,False
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_RED,0.015792253379179395,0.015792253379179395,Galaxy sounds,UV visors,False
OXYGEN_SHAKE_MINT,SNACKPACK_PISTACHIO,0.01571780654760427,0.01571780654760427,Oxygen shakes,Snackpacks,False
PEBBLES_M,PEBBLES_XS,0.01562732723724312,0.01562732723724312,Pebbles,Pebbles,True
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_SQUARE,0.0156084080865388,0.0156084080865388,Galaxy sounds,Microchips,False
SNACKPACK_CHOCOLATE,UV_VISOR_YELLOW,0.015598926036708254,0.015598926036708254,Snackpacks,UV visors,False
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_CHOCOLATE,0.015564744181693112,0.015564744181693112,Galaxy sounds,Snackpacks,False
PANEL_1X2,SLEEP_POD_COTTON,0.015530325931536557,0.015530325931536557,Panels,Sleep pods,False
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_VANILLA,0.015207007435821726,0.015207007435821726,Oxygen shakes,Snackpacks,False
PANEL_1X4,SNACKPACK_CHOCOLATE,0.015197641667627838,0.015197641667627838,Panels,Snackpacks,False
PEBBLES_XS,ROBOT_LAUNDRY,-0.015108253078934153,0.015108253078934153,Pebbles,Robots,False
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_GRAPHITE_MIST,0.015094093148295571,0.015094093148295571,Galaxy sounds,Translators,False
SLEEP_POD_POLYESTER,TRANSLATOR_SPACE_GRAY,0.01508622331209344,0.01508622331209344,Sleep pods,Translators,False
SNACKPACK_CHOCOLATE,UV_VISOR_AMBER,0.015077789078916486,0.015077789078916486,Snackpacks,UV visors,False
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_PISTACHIO,0.014862810519506633,0.014862810519506633,Galaxy sounds,Snackpacks,False
MICROCHIP_OVAL,ROBOT_IRONING,0.014822944100649035,0.014822944100649035,Microchips,Robots,False
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_CHOCOLATE,0.014770456192065852,0.014770456192065852,Galaxy sounds,Snackpacks,False
SLEEP_POD_COTTON,SNACKPACK_CHOCOLATE,0.014720739478205125,0.014720739478205125,Sleep pods,Snackpacks,False
SLEEP_POD_SUEDE,UV_VISOR_AMBER,0.01464278292588266,0.01464278292588266,Sleep pods,UV visors,False
SLEEP_POD_POLYESTER,UV_VISOR_RED,0.014481968717476775,0.014481968717476775,Sleep pods,UV visors,False
SNACKPACK_RASPBERRY,SNACKPACK_VANILLA,0.014472300385950326,0.014472300385950326,Snackpacks,Snackpacks,True
TRANSLATOR_ASTRO_BLACK,UV_VISOR_YELLOW,0.014447820570660849,0.014447820570660849,Translators,UV visors,False
SNACKPACK_RASPBERRY,UV_VISOR_YELLOW,0.01440131517431428,0.01440131517431428,Snackpacks,UV visors,False
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_RASPBERRY,0.014153587335848669,0.014153587335848669,Oxygen shakes,Snackpacks,False
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_GARLIC,0.01409083453791147,0.01409083453791147,Galaxy sounds,Oxygen shakes,False
PANEL_2X4,UV_VISOR_ORANGE,0.014090318408278128,0.014090318408278128,Panels,UV visors,False
OXYGEN_SHAKE_GARLIC,PANEL_1X2,0.01408522118545903,0.01408522118545903,Oxygen shakes,Panels,False
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_PISTACHIO,0.01403148672364468,0.01403148672364468,Galaxy sounds,Snackpacks,False
GALAXY_SOUNDS_SOLAR_FLAMES,PANEL_2X4,0.013983192915422616,0.013983192915422616,Galaxy sounds,Panels,False
ROBOT_IRONING,UV_VISOR_AMBER,0.013963654493503565,0.013963654493503565,Robots,UV visors,False
ROBOT_IRONING,ROBOT_VACUUMING,0.013846326677296971,0.013846326677296971,Robots,Robots,True
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_VOID_BLUE,0.013801291015384291,0.013801291015384291,Galaxy sounds,Translators,False
PEBBLES_XS,SNACKPACK_VANILLA,-0.01377461478454868,0.01377461478454868,Pebbles,Snackpacks,False
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_MAGENTA,0.013771102000225976,0.013771102000225976,Oxygen shakes,UV visors,False
SLEEP_POD_POLYESTER,UV_VISOR_MAGENTA,0.013763269330235098,0.013763269330235098,Sleep pods,UV visors,False
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_ASTRO_BLACK,0.013757491341885753,0.013757491341885753,Galaxy sounds,Translators,False
PANEL_1X2,SNACKPACK_STRAWBERRY,0.013728387774048414,0.013728387774048414,Panels,Snackpacks,False
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_MAGENTA,0.013720237551172814,0.013720237551172814,Galaxy sounds,UV visors,False
ROBOT_VACUUMING,SNACKPACK_PISTACHIO,0.013714141963160318,0.013714141963160318,Robots,Snackpacks,False
SNACKPACK_VANILLA,UV_VISOR_AMBER,0.013682428668120179,0.013682428668120179,Snackpacks,UV visors,False
TRANSLATOR_ASTRO_BLACK,UV_VISOR_MAGENTA,0.01362123073120315,0.01362123073120315,Translators,UV visors,False
TRANSLATOR_ECLIPSE_CHARCOAL,UV_VISOR_MAGENTA,0.013586228556261555,0.013586228556261555,Translators,UV visors,False
SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,0.013536192918814718,0.013536192918814718,Snackpacks,UV visors,False
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MORNING_BREATH,0.013385003548156096,0.013385003548156096,Oxygen shakes,Oxygen shakes,True
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_RASPBERRY,0.013368598990361748,0.013368598990361748,Galaxy sounds,Snackpacks,False
ROBOT_IRONING,TRANSLATOR_ECLIPSE_CHARCOAL,0.01329430537861123,0.01329430537861123,Robots,Translators,False
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_CHOCOLATE,0.01325094434660796,0.01325094434660796,Galaxy sounds,Oxygen shakes,False
SNACKPACK_CHOCOLATE,TRANSLATOR_ECLIPSE_CHARCOAL,0.01320506431506514,0.01320506431506514,Snackpacks,Translators,False
SLEEP_POD_POLYESTER,SNACKPACK_CHOCOLATE,0.01316771848207086,0.01316771848207086,Sleep pods,Snackpacks,False
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_MORNING_BREATH,0.013105174238718013,0.013105174238718013,Galaxy sounds,Oxygen shakes,False
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_ASTRO_BLACK,0.013102994539140812,0.013102994539140812,Galaxy sounds,Translators,False
PANEL_1X2,UV_VISOR_RED,0.013077242595051634,0.013077242595051634,Panels,UV visors,False
MICROCHIP_OVAL,UV_VISOR_YELLOW,-0.013026249879770661,0.013026249879770661,Microchips,UV visors,False
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_YELLOW,0.013005286708033631,0.013005286708033631,Oxygen shakes,UV visors,False
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_STRAWBERRY,0.012987138008864467,0.012987138008864467,Galaxy sounds,Snackpacks,False
ROBOT_IRONING,SLEEP_POD_NYLON,0.012986979654825169,0.012986979654825169,Robots,Sleep pods,False
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,0.012982075169790898,0.012982075169790898,Galaxy sounds,Galaxy sounds,True
TRANSLATOR_SPACE_GRAY,UV_VISOR_AMBER,0.01293430150104993,0.01293430150104993,Translators,UV visors,False
PANEL_2X4,UV_VISOR_MAGENTA,0.012873102645420185,0.012873102645420185,Panels,UV visors,False
OXYGEN_SHAKE_CHOCOLATE,UV_VISOR_AMBER,0.01284899254326196,0.01284899254326196,Oxygen shakes,UV visors,False
PANEL_1X2,ROBOT_LAUNDRY,0.012746073176313152,0.012746073176313152,Panels,Robots,False
PANEL_2X4,SNACKPACK_PISTACHIO,0.01269346084356716,0.01269346084356716,Panels,Snackpacks,False
SNACKPACK_PISTACHIO,TRANSLATOR_SPACE_GRAY,0.0126800936224939,0.0126800936224939,Snackpacks,Translators,False
PANEL_2X4,TRANSLATOR_ASTRO_BLACK,0.012675890290577464,0.012675890290577464,Panels,Translators,False
MICROCHIP_CIRCLE,MICROCHIP_OVAL,0.012611716642019453,0.012611716642019453,Microchips,Microchips,True
PANEL_2X2,PEBBLES_XS,0.012598820618374622,0.012598820618374622,Panels,Pebbles,False
SNACKPACK_VANILLA,UV_VISOR_YELLOW,0.012597292218825093,0.012597292218825093,Snackpacks,UV visors,False
PANEL_2X2,SNACKPACK_CHOCOLATE,0.012506035810551982,0.012506035810551982,Panels,Snackpacks,False
GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_LAUNDRY,0.012473530745418586,0.012473530745418586,Galaxy sounds,Robots,False
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_VANILLA,0.012435305311772588,0.012435305311772588,Galaxy sounds,Snackpacks,False
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_LAUNDRY,0.012429740486193464,0.012429740486193464,Oxygen shakes,Robots,False
MICROCHIP_RECTANGLE,OXYGEN_SHAKE_MINT,-0.012401792567594907,0.012401792567594907,Microchips,Oxygen shakes,False
PANEL_2X4,UV_VISOR_YELLOW,0.012389335303656598,0.012389335303656598,Panels,UV visors,False
SLEEP_POD_POLYESTER,SNACKPACK_PISTACHIO,0.012359974331827898,0.012359974331827898,Sleep pods,Snackpacks,False
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_PISTACHIO,0.012301162150779015,0.012301162150779015,Galaxy sounds,Snackpacks,False
SNACKPACK_RASPBERRY,UV_VISOR_AMBER,0.012240653243341146,0.012240653243341146,Snackpacks,UV visors,False
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_EVENING_BREATH,0.01223859786977713,0.01223859786977713,Galaxy sounds,Oxygen shakes,False
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_CHOCOLATE,0.012229963915421423,0.012229963915421423,Oxygen shakes,Snackpacks,False
SLEEP_POD_NYLON,TRANSLATOR_SPACE_GRAY,0.012210706330742857,0.012210706330742857,Sleep pods,Translators,False
GALAXY_SOUNDS_SOLAR_FLAMES,TRANSLATOR_VOID_BLUE,0.01220654597673608,0.01220654597673608,Galaxy sounds,Translators,False
OXYGEN_SHAKE_CHOCOLATE,ROBOT_VACUUMING,0.012203488637821263,0.012203488637821263,Oxygen shakes,Robots,False
PANEL_4X4,SLEEP_POD_NYLON,0.01218796681639248,0.01218796681639248,Panels,Sleep pods,False
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XS,0.012176984713285748,0.012176984713285748,Galaxy sounds,Pebbles,False
SNACKPACK_STRAWBERRY,TRANSLATOR_VOID_BLUE,0.012158926383040607,0.012158926383040607,Snackpacks,Translators,False
ROBOT_VACUUMING,UV_VISOR_RED,0.012133797151050034,0.012133797151050034,Robots,UV visors,False
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_RASPBERRY,0.012050475822193495,0.012050475822193495,Galaxy sounds,Snackpacks,False
PEBBLES_XS,SNACKPACK_CHOCOLATE,0.012019460914192174,0.012019460914192174,Pebbles,Snackpacks,False
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_RASPBERRY,0.012008286902142937,0.012008286902142937,Galaxy sounds,Snackpacks,False
MICROCHIP_CIRCLE,SLEEP_POD_POLYESTER,-0.011980697979161096,0.011980697979161096,Microchips,Sleep pods,False
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_VOID_BLUE,0.011969149854365231,0.011969149854365231,Galaxy sounds,Translators,False
ROBOT_DISHES,TRANSLATOR_ECLIPSE_CHARCOAL,0.011967889494301113,0.011967889494301113,Robots,Translators,False
GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_CHOCOLATE,0.011935473849264872,0.011935473849264872,Galaxy sounds,Oxygen shakes,False
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_STRAWBERRY,0.011852408240271783,0.011852408240271783,Oxygen shakes,Snackpacks,False
OXYGEN_SHAKE_MINT,UV_VISOR_RED,0.011816414284964973,0.011816414284964973,Oxygen shakes,UV visors,False
MICROCHIP_OVAL,OXYGEN_SHAKE_CHOCOLATE,-0.011801957676955174,0.011801957676955174,Microchips,Oxygen shakes,False
MICROCHIP_SQUARE,SLEEP_POD_NYLON,-0.011792470829705689,0.011792470829705689,Microchips,Sleep pods,False
OXYGEN_SHAKE_MORNING_BREATH,UV_VISOR_YELLOW,0.011777012378307349,0.011777012378307349,Oxygen shakes,UV visors,False
SLEEP_POD_COTTON,UV_VISOR_MAGENTA,0.011756981212514712,0.011756981212514712,Sleep pods,UV visors,False
OXYGEN_SHAKE_MINT,UV_VISOR_MAGENTA,0.011682261905956372,0.011682261905956372,Oxygen shakes,UV visors,False
ROBOT_DISHES,SNACKPACK_RASPBERRY,0.011661968241481127,0.011661968241481127,Robots,Snackpacks,False
PEBBLES_M,PEBBLES_S,0.011600862915046466,0.011600862915046466,Pebbles,Pebbles,True
PANEL_2X4,SNACKPACK_CHOCOLATE,0.01157165527780139,0.01157165527780139,Panels,Snackpacks,False
OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X2,0.01155500652451112,0.01155500652451112,Oxygen shakes,Panels,False
OXYGEN_SHAKE_MINT,UV_VISOR_YELLOW,0.011526744680106718,0.011526744680106718,Oxygen shakes,UV visors,False
PANEL_2X4,SNACKPACK_RASPBERRY,0.011514410591165623,0.011514410591165623,Panels,Snackpacks,False
SLEEP_POD_COTTON,SNACKPACK_RASPBERRY,0.011430612576618558,0.011430612576618558,Sleep pods,Snackpacks,False
OXYGEN_SHAKE_MORNING_BREATH,SLEEP_POD_LAMB_WOOL,0.011352596377258916,0.011352596377258916,Oxygen shakes,Sleep pods,False
PANEL_1X4,ROBOT_VACUUMING,0.011329186782457897,0.011329186782457897,Panels,Robots,False
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_VANILLA,0.01132150376960927,0.01132150376960927,Oxygen shakes,Snackpacks,False
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_STRAWBERRY,0.01125542748836114,0.01125542748836114,Galaxy sounds,Snackpacks,False
MICROCHIP_TRIANGLE,SNACKPACK_CHOCOLATE,-0.011186004250999084,0.011186004250999084,Microchips,Snackpacks,False
PEBBLES_L,PEBBLES_M,0.011067352245862772,0.011067352245862772,Pebbles,Pebbles,True
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_POLYESTER,0.011055857900201508,0.011055857900201508,Galaxy sounds,Sleep pods,False
SNACKPACK_STRAWBERRY,UV_VISOR_YELLOW,0.01104108029162637,0.01104108029162637,Snackpacks,UV visors,False
PANEL_2X4,SNACKPACK_VANILLA,0.011029280847061215,0.011029280847061215,Panels,Snackpacks,False
PEBBLES_XS,UV_VISOR_RED,-0.011019754386736942,0.011019754386736942,Pebbles,UV visors,False
MICROCHIP_OVAL,ROBOT_LAUNDRY,0.01098310829614273,0.01098310829614273,Microchips,Robots,False
PEBBLES_M,SNACKPACK_CHOCOLATE,-0.010977784183693355,0.010977784183693355,Pebbles,Snackpacks,False
SLEEP_POD_COTTON,UV_VISOR_AMBER,0.010971079781336913,0.010971079781336913,Sleep pods,UV visors,False
GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE_EVENING_BREATH,0.010943309139943591,0.010943309139943591,Galaxy sounds,Oxygen shakes,False
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_SUEDE,0.010857194356344047,0.010857194356344047,Galaxy sounds,Sleep pods,False
OXYGEN_SHAKE_EVENING_BREATH,PANEL_2X2,0.010833530262528424,0.010833530262528424,Oxygen shakes,Panels,False
PANEL_2X4,SLEEP_POD_LAMB_WOOL,0.010832492322374512,0.010832492322374512,Panels,Sleep pods,False
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_RASPBERRY,0.01080618761911277,0.01080618761911277,Oxygen shakes,Snackpacks,False
ROBOT_MOPPING,SNACKPACK_STRAWBERRY,-0.010802951186790243,0.010802951186790243,Robots,Snackpacks,False
ROBOT_DISHES,UV_VISOR_RED,0.010789696646076291,0.010789696646076291,Robots,UV visors,False
OXYGEN_SHAKE_GARLIC,SNACKPACK_VANILLA,0.010737581903958104,0.010737581903958104,Oxygen shakes,Snackpacks,False
PANEL_1X2,PANEL_2X2,0.010726326824884948,0.010726326824884948,Panels,Panels,True
GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_VOID_BLUE,0.010702772949660815,0.010702772949660815,Galaxy sounds,Translators,False
SLEEP_POD_SUEDE,SNACKPACK_CHOCOLATE,0.010664991655202273,0.010664991655202273,Sleep pods,Snackpacks,False
MICROCHIP_SQUARE,TRANSLATOR_SPACE_GRAY,0.01065919899083318,0.01065919899083318,Microchips,Translators,False
PEBBLES_M,UV_VISOR_MAGENTA,0.010654808542490126,0.010654808542490126,Pebbles,UV visors,False
PANEL_1X4,PANEL_2X4,0.010564424578374053,0.010564424578374053,Panels,Panels,True
SNACKPACK_CHOCOLATE,UV_VISOR_ORANGE,0.010523831576721404,0.010523831576721404,Snackpacks,UV visors,False
ROBOT_LAUNDRY,UV_VISOR_RED,0.010499095899145468,0.010499095899145468,Robots,UV visors,False
PEBBLES_XS,UV_VISOR_YELLOW,0.010484764933954338,0.010484764933954338,Pebbles,UV visors,False
SLEEP_POD_POLYESTER,SNACKPACK_RASPBERRY,0.010445577939852216,0.010445577939852216,Sleep pods,Snackpacks,False
SLEEP_POD_LAMB_WOOL,SNACKPACK_PISTACHIO,0.010423618447576508,0.010423618447576508,Sleep pods,Snackpacks,False
SLEEP_POD_SUEDE,SNACKPACK_VANILLA,0.010418735774561925,0.010418735774561925,Sleep pods,Snackpacks,False
PEBBLES_XS,ROBOT_VACUUMING,-0.01041673692555651,0.01041673692555651,Pebbles,Robots,False
MICROCHIP_OVAL,OXYGEN_SHAKE_MORNING_BREATH,-0.010396107419980741,0.010396107419980741,Microchips,Oxygen shakes,False
TRANSLATOR_ECLIPSE_CHARCOAL,UV_VISOR_ORANGE,-0.01035869561909291,0.01035869561909291,Translators,UV visors,False
PANEL_1X4,UV_VISOR_YELLOW,0.010334587879767902,0.010334587879767902,Panels,UV visors,False
PANEL_1X2,SNACKPACK_RASPBERRY,0.010325978737108908,0.010325978737108908,Panels,Snackpacks,False
