product_a,product_b,correlation,abs_correlation,category_a,category_b,same_category
GALAXY_SOUNDS_SOLAR_WINDS,PANEL_1X4,-0.8286971105314049,0.8286971105314049,Galaxy sounds,Panels,False
PEBBLES_S,ROBOT_DISHES,-0.8286543429403209,0.8286543429403209,Pebbles,Robots,False
MICROCHIP_OVAL,ROBOT_DISHES,-0.8284567818569836,0.8284567818569836,Microchips,Robots,False
PEBBLES_XL,PEBBLES_XS,-0.8275696574563158,0.8275696574563158,Pebbles,Pebbles,True
MICROCHIP_SQUARE,UV_VISOR_MAGENTA,0.8274619003372925,0.8274619003372925,Microchips,UV visors,False
SLEEP_POD_SUEDE,TRANSLATOR_ASTRO_BLACK,-0.8231538093263282,0.8231538093263282,Sleep pods,Translators,False
OXYGEN_SHAKE_GARLIC,UV_VISOR_AMBER,-0.8222009772221798,0.8222009772221798,Oxygen shakes,UV visors,False
TRANSLATOR_VOID_BLUE,UV_VISOR_MAGENTA,0.8216761167539443,0.8216761167539443,Translators,UV visors,False
SLEEP_POD_SUEDE,TRANSLATOR_VOID_BLUE,0.8184613674229054,0.8184613674229054,Sleep pods,Translators,False
MICROCHIP_OVAL,PANEL_2X4,-0.8183961951068052,0.8183961951068052,Microchips,Panels,False
PANEL_2X2,UV_VISOR_RED,-0.8174364371646687,0.8174364371646687,Panels,UV visors,False
MICROCHIP_SQUARE,TRANSLATOR_ASTRO_BLACK,-0.817330991435823,0.817330991435823,Microchips,Translators,False
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_MOPPING,-0.817303816285805,0.817303816285805,Oxygen shakes,Robots,False
MICROCHIP_OVAL,PANEL_1X4,0.8166443442110974,0.8166443442110974,Microchips,Panels,False
PEBBLES_M,ROBOT_IRONING,-0.8165655606171345,0.8165655606171345,Pebbles,Robots,False
ROBOT_DISHES,UV_VISOR_AMBER,-0.8164104852697858,0.8164104852697858,Robots,UV visors,False
OXYGEN_SHAKE_GARLIC,ROBOT_IRONING,-0.8160682789960129,0.8160682789960129,Oxygen shakes,Robots,False
MICROCHIP_RECTANGLE,TRANSLATOR_ASTRO_BLACK,0.8159876203984737,0.8159876203984737,Microchips,Translators,False
ROBOT_IRONING,ROBOT_MOPPING,-0.8151808624074377,0.8151808624074377,Robots,Robots,True
MICROCHIP_RECTANGLE,UV_VISOR_AMBER,0.815167015574911,0.815167015574911,Microchips,UV visors,False
MICROCHIP_RECTANGLE,SLEEP_POD_SUEDE,-0.8149470449702226,0.8149470449702226,Microchips,Sleep pods,False
PEBBLES_S,UV_VISOR_AMBER,0.8133455924672123,0.8133455924672123,Pebbles,UV visors,False
GALAXY_SOUNDS_BLACK_HOLES,PANEL_2X4,0.8121814965157859,0.8121814965157859,Galaxy sounds,Panels,False
MICROCHIP_OVAL,SLEEP_POD_POLYESTER,-0.8116943192533354,0.8116943192533354,Microchips,Sleep pods,False
PANEL_2X4,UV_VISOR_AMBER,-0.8106920449084077,0.8106920449084077,Panels,UV visors,False
OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X4,0.8105477188395908,0.8105477188395908,Oxygen shakes,Panels,False
PEBBLES_XL,TRANSLATOR_VOID_BLUE,0.80936933351071,0.80936933351071,Pebbles,Translators,False
PEBBLES_S,UV_VISOR_RED,-0.8055990789602336,0.8055990789602336,Pebbles,UV visors,False
PEBBLES_XS,ROBOT_IRONING,0.8048960333956806,0.8048960333956806,Pebbles,Robots,False
MICROCHIP_SQUARE,ROBOT_VACUUMING,-0.8045050636580683,0.8045050636580683,Microchips,Robots,False
ROBOT_VACUUMING,SLEEP_POD_SUEDE,-0.80397569890635,0.80397569890635,Robots,Sleep pods,False
SNACKPACK_STRAWBERRY,TRANSLATOR_VOID_BLUE,0.8037969997139928,0.8037969997139928,Snackpacks,Translators,False
MICROCHIP_SQUARE,SNACKPACK_STRAWBERRY,0.8027321331292617,0.8027321331292617,Microchips,Snackpacks,False
PEBBLES_XL,ROBOT_DISHES,0.8022741865997045,0.8022741865997045,Pebbles,Robots,False
PANEL_1X4,ROBOT_VACUUMING,0.8011146224505525,0.8011146224505525,Panels,Robots,False
MICROCHIP_TRIANGLE,PANEL_2X2,0.8010630552645792,0.8010630552645792,Microchips,Panels,False
ROBOT_LAUNDRY,UV_VISOR_RED,-0.8008478558209796,0.8008478558209796,Robots,UV visors,False
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_IRONING,0.8007975254302824,0.8007975254302824,Oxygen shakes,Robots,False
PANEL_1X4,PEBBLES_M,-0.7998101447914866,0.7998101447914866,Panels,Pebbles,False
PEBBLES_S,PEBBLES_XS,0.7982724958895949,0.7982724958895949,Pebbles,Pebbles,True
OXYGEN_SHAKE_GARLIC,ROBOT_DISHES,0.7980981421412504,0.7980981421412504,Oxygen shakes,Robots,False
ROBOT_IRONING,UV_VISOR_AMBER,0.7978815397948072,0.7978815397948072,Robots,UV visors,False
ROBOT_VACUUMING,SLEEP_POD_POLYESTER,-0.7969745943374782,0.7969745943374782,Robots,Sleep pods,False
PEBBLES_S,ROBOT_IRONING,0.7963168670601876,0.7963168670601876,Pebbles,Robots,False
MICROCHIP_TRIANGLE,ROBOT_DISHES,-0.7938637038695279,0.7938637038695279,Microchips,Robots,False
PEBBLES_XL,UV_VISOR_AMBER,-0.7928797234142737,0.7928797234142737,Pebbles,UV visors,False
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_AMBER,-0.7920437047999511,0.7920437047999511,Galaxy sounds,UV visors,False
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_VACUUMING,0.7917630882997029,0.7917630882997029,Oxygen shakes,Robots,False
MICROCHIP_TRIANGLE,SLEEP_POD_NYLON,-0.7911452316152932,0.7911452316152932,Microchips,Sleep pods,False
PEBBLES_XS,TRANSLATOR_ASTRO_BLACK,0.7907393109784717,0.7907393109784717,Pebbles,Translators,False
PANEL_2X4,ROBOT_DISHES,0.7902080569616969,0.7902080569616969,Panels,Robots,False
ROBOT_MOPPING,SLEEP_POD_COTTON,0.7889264241204287,0.7889264241204287,Robots,Sleep pods,False
ROBOT_LAUNDRY,ROBOT_VACUUMING,0.7874170941198099,0.7874170941198099,Robots,Robots,True
MICROCHIP_OVAL,UV_VISOR_RED,-0.7868407372622785,0.7868407372622785,Microchips,UV visors,False
ROBOT_LAUNDRY,SLEEP_POD_COTTON,-0.7868144726779778,0.7868144726779778,Robots,Sleep pods,False
ROBOT_MOPPING,ROBOT_VACUUMING,-0.7859963971773692,0.7859963971773692,Robots,Robots,True
PEBBLES_XS,SLEEP_POD_COTTON,-0.7848666507600435,0.7848666507600435,Pebbles,Sleep pods,False
ROBOT_IRONING,ROBOT_VACUUMING,0.7842396148598797,0.7842396148598797,Robots,Robots,True
MICROCHIP_OVAL,SLEEP_POD_COTTON,-0.7841495777114258,0.7841495777114258,Microchips,Sleep pods,False
GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES_M,0.7822481934929199,0.7822481934929199,Galaxy sounds,Pebbles,False
MICROCHIP_RECTANGLE,UV_VISOR_MAGENTA,-0.7819632403709399,0.7819632403709399,Microchips,UV visors,False
PEBBLES_S,ROBOT_LAUNDRY,0.7808902663347627,0.7808902663347627,Pebbles,Robots,False
PEBBLES_XS,ROBOT_DISHES,-0.7792198930216516,0.7792198930216516,Pebbles,Robots,False
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_XL,0.7768906266069342,0.7768906266069342,Galaxy sounds,Pebbles,False
PEBBLES_M,ROBOT_MOPPING,0.7765468054075452,0.7765468054075452,Pebbles,Robots,False
ROBOT_IRONING,SNACKPACK_PISTACHIO,0.7751254961271404,0.7751254961271404,Robots,Snackpacks,False
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_XS,0.7743458237149412,0.7743458237149412,Oxygen shakes,Pebbles,False
OXYGEN_SHAKE_GARLIC,TRANSLATOR_SPACE_GRAY,-0.773218586300963,0.773218586300963,Oxygen shakes,Translators,False
GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_VACUUMING,-0.7709681712645168,0.7709681712645168,Galaxy sounds,Robots,False
SLEEP_POD_SUEDE,SNACKPACK_STRAWBERRY,0.7705282254494048,0.7705282254494048,Sleep pods,Snackpacks,False
OXYGEN_SHAKE_GARLIC,SNACKPACK_STRAWBERRY,0.7694822499086116,0.7694822499086116,Oxygen shakes,Snackpacks,False
ROBOT_IRONING,SLEEP_POD_COTTON,-0.7689231680639341,0.7689231680639341,Robots,Sleep pods,False
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_POLYESTER,0.7683136709905268,0.7683136709905268,Galaxy sounds,Sleep pods,False
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_YELLOW,0.7680734649521075,0.7680734649521075,Galaxy sounds,UV visors,False
PANEL_1X4,SLEEP_POD_COTTON,-0.7678556161943899,0.7678556161943899,Panels,Sleep pods,False
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_IRONING,-0.7676372169189644,0.7676372169189644,Galaxy sounds,Robots,False
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_MORNING_BREATH,-0.7674202365289065,0.7674202365289065,Galaxy sounds,Oxygen shakes,False
PEBBLES_XS,SNACKPACK_PISTACHIO,0.7671828844239461,0.7671828844239461,Pebbles,Snackpacks,False
OXYGEN_SHAKE_MINT,PANEL_2X2,0.7666576403261088,0.7666576403261088,Oxygen shakes,Panels,False
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_LAUNDRY,-0.7658528120874581,0.7658528120874581,Galaxy sounds,Robots,False
SLEEP_POD_POLYESTER,TRANSLATOR_VOID_BLUE,0.7638003650840166,0.7638003650840166,Sleep pods,Translators,False
MICROCHIP_SQUARE,SLEEP_POD_COTTON,0.7609212166578944,0.7609212166578944,Microchips,Sleep pods,False
PANEL_1X4,ROBOT_LAUNDRY,0.7608911842782806,0.7608911842782806,Panels,Robots,False
SNACKPACK_STRAWBERRY,UV_VISOR_MAGENTA,0.7608468838501626,0.7608468838501626,Snackpacks,UV visors,False
MICROCHIP_SQUARE,TRANSLATOR_VOID_BLUE,0.7593042493187506,0.7593042493187506,Microchips,Translators,False
PEBBLES_XL,TRANSLATOR_SPACE_GRAY,-0.7589601652770369,0.7589601652770369,Pebbles,Translators,False
PEBBLES_S,SLEEP_POD_POLYESTER,-0.758772806818883,0.758772806818883,Pebbles,Sleep pods,False
MICROCHIP_RECTANGLE,SLEEP_POD_POLYESTER,-0.7587253658740248,0.7587253658740248,Microchips,Sleep pods,False
PANEL_2X4,ROBOT_IRONING,-0.7583356675571199,0.7583356675571199,Panels,Robots,False
PANEL_2X4,ROBOT_VACUUMING,-0.7571509148185327,0.7571509148185327,Panels,Robots,False
SLEEP_POD_NYLON,UV_VISOR_RED,0.7571102490031208,0.7571102490031208,Sleep pods,UV visors,False
PANEL_2X4,SNACKPACK_STRAWBERRY,0.7566473112899228,0.7566473112899228,Panels,Snackpacks,False
OXYGEN_SHAKE_GARLIC,SNACKPACK_PISTACHIO,-0.756486504378544,0.756486504378544,Oxygen shakes,Snackpacks,False
MICROCHIP_RECTANGLE,OXYGEN_SHAKE_MORNING_BREATH,0.7559148528822012,0.7559148528822012,Microchips,Oxygen shakes,False
MICROCHIP_TRIANGLE,OXYGEN_SHAKE_CHOCOLATE,-0.7546239606054784,0.7546239606054784,Microchips,Oxygen shakes,False
MICROCHIP_OVAL,PEBBLES_M,-0.754592312779536,0.754592312779536,Microchips,Pebbles,False
MICROCHIP_SQUARE,OXYGEN_SHAKE_MORNING_BREATH,-0.7544694625233167,0.7544694625233167,Microchips,Oxygen shakes,False
ROBOT_IRONING,SLEEP_POD_POLYESTER,-0.7538145475205693,0.7538145475205693,Robots,Sleep pods,False
PEBBLES_M,ROBOT_VACUUMING,-0.7526183267467405,0.7526183267467405,Pebbles,Robots,False
GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_OVAL,-0.7515254980346224,0.7515254980346224,Galaxy sounds,Microchips,False
PANEL_2X4,SLEEP_POD_POLYESTER,0.7512373719567124,0.7512373719567124,Panels,Sleep pods,False
MICROCHIP_OVAL,SNACKPACK_PISTACHIO,0.7508979601180317,0.7508979601180317,Microchips,Snackpacks,False
OXYGEN_SHAKE_CHOCOLATE,SLEEP_POD_NYLON,0.7507323629390209,0.7507323629390209,Oxygen shakes,Sleep pods,False
MICROCHIP_OVAL,OXYGEN_SHAKE_MORNING_BREATH,0.750566079639295,0.750566079639295,Microchips,Oxygen shakes,False
SLEEP_POD_COTTON,UV_VISOR_MAGENTA,0.7500784992287248,0.7500784992287248,Sleep pods,UV visors,False
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_RED,0.7489310512142338,0.7489310512142338,Galaxy sounds,UV visors,False
SLEEP_POD_COTTON,SNACKPACK_STRAWBERRY,0.7470334409680185,0.7470334409680185,Sleep pods,Snackpacks,False
GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_MOPPING,0.7469166225171857,0.7469166225171857,Galaxy sounds,Robots,False
ROBOT_DISHES,SNACKPACK_STRAWBERRY,0.7466893406132018,0.7466893406132018,Robots,Snackpacks,False
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_XS,-0.7440635400272865,0.7440635400272865,Galaxy sounds,Pebbles,False
PANEL_2X4,UV_VISOR_MAGENTA,0.7437802350724567,0.7437802350724567,Panels,UV visors,False
MICROCHIP_TRIANGLE,OXYGEN_SHAKE_GARLIC,-0.7434323449795281,0.7434323449795281,Microchips,Oxygen shakes,False
MICROCHIP_OVAL,SNACKPACK_STRAWBERRY,-0.7417315651443858,0.7417315651443858,Microchips,Snackpacks,False
ROBOT_DISHES,SLEEP_POD_POLYESTER,0.7411806333488463,0.7411806333488463,Robots,Sleep pods,False
PEBBLES_XL,SNACKPACK_STRAWBERRY,0.7403991118977369,0.7403991118977369,Pebbles,Snackpacks,False
OXYGEN_SHAKE_GARLIC,SLEEP_POD_POLYESTER,0.739930341746005,0.739930341746005,Oxygen shakes,Sleep pods,False
MICROCHIP_TRIANGLE,ROBOT_IRONING,0.7375740804241284,0.7375740804241284,Microchips,Robots,False
ROBOT_IRONING,ROBOT_LAUNDRY,0.7371413320197806,0.7371413320197806,Robots,Robots,True
PANEL_1X2,SLEEP_POD_NYLON,0.7359738344971591,0.7359738344971591,Panels,Sleep pods,False
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_STRAWBERRY,0.735595927646439,0.735595927646439,Galaxy sounds,Snackpacks,False
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_SPACE_GRAY,-0.7336443851333806,0.7336443851333806,Galaxy sounds,Translators,False
MICROCHIP_TRIANGLE,PANEL_2X4,-0.7331709369722702,0.7331709369722702,Microchips,Panels,False
GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_IRONING,-0.733074981797294,0.733074981797294,Galaxy sounds,Robots,False
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_SUEDE,0.7329852288350363,0.7329852288350363,Galaxy sounds,Sleep pods,False
ROBOT_LAUNDRY,SLEEP_POD_NYLON,-0.7329137843849263,0.7329137843849263,Robots,Sleep pods,False
GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_LAUNDRY,-0.7328525450809075,0.7328525450809075,Galaxy sounds,Robots,False
MICROCHIP_CIRCLE,UV_VISOR_YELLOW,-0.7318105013621938,0.7318105013621938,Microchips,UV visors,False
MICROCHIP_OVAL,MICROCHIP_SQUARE,-0.7316565719941786,0.7316565719941786,Microchips,Microchips,True
ROBOT_VACUUMING,SLEEP_POD_COTTON,-0.7315912039082808,0.7315912039082808,Robots,Sleep pods,False
ROBOT_LAUNDRY,SLEEP_POD_POLYESTER,-0.7306611096340264,0.7306611096340264,Robots,Sleep pods,False
PANEL_1X2,UV_VISOR_YELLOW,-0.730391270167031,0.730391270167031,Panels,UV visors,False
MICROCHIP_OVAL,ROBOT_MOPPING,-0.7268144889318708,0.7268144889318708,Microchips,Robots,False
ROBOT_DISHES,UV_VISOR_MAGENTA,0.7249926213971217,0.7249926213971217,Robots,UV visors,False
TRANSLATOR_ASTRO_BLACK,UV_VISOR_AMBER,0.7246124513233517,0.7246124513233517,Translators,UV visors,False
PANEL_2X4,TRANSLATOR_VOID_BLUE,0.7240081545072378,0.7240081545072378,Panels,Translators,False
ROBOT_LAUNDRY,UV_VISOR_AMBER,0.7238418528468515,0.7238418528468515,Robots,UV visors,False
PEBBLES_XS,ROBOT_MOPPING,-0.7237321293577769,0.7237321293577769,Pebbles,Robots,False
MICROCHIP_SQUARE,ROBOT_MOPPING,0.7235104051965515,0.7235104051965515,Microchips,Robots,False
ROBOT_DISHES,ROBOT_LAUNDRY,-0.7233149281619007,0.7233149281619007,Robots,Robots,True
SNACKPACK_PISTACHIO,UV_VISOR_AMBER,0.7220985659445502,0.7220985659445502,Snackpacks,UV visors,False
PEBBLES_S,TRANSLATOR_SPACE_GRAY,0.7215549376728799,0.7215549376728799,Pebbles,Translators,False
MICROCHIP_SQUARE,ROBOT_IRONING,-0.7215434138494452,0.7215434138494452,Microchips,Robots,False
PEBBLES_S,ROBOT_VACUUMING,0.7214661116482691,0.7214661116482691,Pebbles,Robots,False
ROBOT_VACUUMING,TRANSLATOR_ASTRO_BLACK,0.7195751169241742,0.7195751169241742,Robots,Translators,False
MICROCHIP_RECTANGLE,ROBOT_VACUUMING,0.7185810708095899,0.7185810708095899,Microchips,Robots,False
PEBBLES_S,SNACKPACK_STRAWBERRY,-0.7178705734942249,0.7178705734942249,Pebbles,Snackpacks,False
MICROCHIP_OVAL,SLEEP_POD_NYLON,-0.7178312103249623,0.7178312103249623,Microchips,Sleep pods,False
PEBBLES_XL,UV_VISOR_MAGENTA,0.7177369221249693,0.7177369221249693,Pebbles,UV visors,False
ROBOT_DISHES,TRANSLATOR_VOID_BLUE,0.7176453897956163,0.7176453897956163,Robots,Translators,False
MICROCHIP_RECTANGLE,SNACKPACK_PISTACHIO,0.7172433417794504,0.7172433417794504,Microchips,Snackpacks,False
ROBOT_VACUUMING,UV_VISOR_MAGENTA,-0.7170275419431948,0.7170275419431948,Robots,UV visors,False
MICROCHIP_OVAL,PEBBLES_XL,-0.7169011805718221,0.7169011805718221,Microchips,Pebbles,False
TRANSLATOR_ASTRO_BLACK,UV_VISOR_MAGENTA,-0.713796495551614,0.713796495551614,Translators,UV visors,False
ROBOT_LAUNDRY,ROBOT_MOPPING,-0.7134754328661786,0.7134754328661786,Robots,Robots,True
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_NYLON,0.712543261769218,0.712543261769218,Galaxy sounds,Sleep pods,False
UV_VISOR_AMBER,UV_VISOR_ORANGE,-0.710638553726838,0.710638553726838,UV visors,UV visors,True
MICROCHIP_OVAL,UV_VISOR_MAGENTA,-0.7100554060959594,0.7100554060959594,Microchips,UV visors,False
OXYGEN_SHAKE_MORNING_BREATH,UV_VISOR_AMBER,0.7088291741240972,0.7088291741240972,Oxygen shakes,UV visors,False
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_COTTON,0.7077332233704652,0.7077332233704652,Galaxy sounds,Sleep pods,False
ROBOT_MOPPING,SLEEP_POD_POLYESTER,0.7052109619096703,0.7052109619096703,Robots,Sleep pods,False
OXYGEN_SHAKE_GARLIC,TRANSLATOR_VOID_BLUE,0.7050423300281807,0.7050423300281807,Oxygen shakes,Translators,False
MICROCHIP_OVAL,SLEEP_POD_SUEDE,-0.7025628478280208,0.7025628478280208,Microchips,Sleep pods,False
MICROCHIP_OVAL,PANEL_2X2,0.7016296186114359,0.7016296186114359,Microchips,Panels,False
PANEL_2X4,SLEEP_POD_COTTON,0.7014263654592583,0.7014263654592583,Panels,Sleep pods,False
ROBOT_IRONING,UV_VISOR_RED,-0.7009890916597687,0.7009890916597687,Robots,UV visors,False
SLEEP_POD_COTTON,SLEEP_POD_SUEDE,0.7009587499325113,0.7009587499325113,Sleep pods,Sleep pods,True
PEBBLES_S,SNACKPACK_PISTACHIO,0.7009399332810337,0.7009399332810337,Pebbles,Snackpacks,False
PANEL_1X4,TRANSLATOR_GRAPHITE_MIST,-0.6997718173690437,0.6997718173690437,Panels,Translators,False
GALAXY_SOUNDS_BLACK_HOLES,PANEL_2X2,-0.6989503453423391,0.6989503453423391,Galaxy sounds,Panels,False
ROBOT_DISHES,SLEEP_POD_SUEDE,0.6986698107939923,0.6986698107939923,Robots,Sleep pods,False
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_VACUUMING,-0.6984488821628887,0.6984488821628887,Galaxy sounds,Robots,False
PEBBLES_M,SNACKPACK_PISTACHIO,-0.6975637505551366,0.6975637505551366,Pebbles,Snackpacks,False
ROBOT_VACUUMING,SNACKPACK_STRAWBERRY,-0.697408071654924,0.697408071654924,Robots,Snackpacks,False
OXYGEN_SHAKE_GARLIC,UV_VISOR_RED,0.6973643194431145,0.6973643194431145,Oxygen shakes,UV visors,False
MICROCHIP_TRIANGLE,ROBOT_VACUUMING,0.696867230335967,0.696867230335967,Microchips,Robots,False
PEBBLES_S,SLEEP_POD_COTTON,-0.6954984011900407,0.6954984011900407,Pebbles,Sleep pods,False
