product_a,product_b,correlation,abs_correlation,category_a,category_b,same_category
OXYGEN_SHAKE_GARLIC,ROBOT_IRONING,-0.8160682789960129,0.8160682789960129,Oxygen shakes,Robots,False
ROBOT_IRONING,ROBOT_MOPPING,-0.8151808624074377,0.8151808624074377,Robots,Robots,True
MICROCHIP_RECTANGLE,SLEEP_POD_SUEDE,-0.8149470449702226,0.8149470449702226,Microchips,Sleep pods,False
MICROCHIP_OVAL,SLEEP_POD_POLYESTER,-0.8116943192533354,0.8116943192533354,Microchips,Sleep pods,False
PANEL_2X4,UV_VISOR_AMBER,-0.8106920449084077,0.8106920449084077,Panels,UV visors,False
PEBBLES_S,UV_VISOR_RED,-0.8055990789602336,0.8055990789602336,Pebbles,UV visors,False
MICROCHIP_SQUARE,ROBOT_VACUUMING,-0.8045050636580683,0.8045050636580683,Microchips,Robots,False
ROBOT_VACUUMING,SLEEP_POD_SUEDE,-0.80397569890635,0.80397569890635,Robots,Sleep pods,False
ROBOT_LAUNDRY,UV_VISOR_RED,-0.8008478558209796,0.8008478558209796,Robots,UV visors,False
PANEL_1X4,PEBBLES_M,-0.7998101447914866,0.7998101447914866,Panels,Pebbles,False
ROBOT_VACUUMING,SLEEP_POD_POLYESTER,-0.7969745943374782,0.7969745943374782,Robots,Sleep pods,False
