product,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_2X4,PANEL_4X4,PEBBLES_L,PEBBLES_M,PEBBLES_S,PEBBLES_XL,PEBBLES_XS,ROBOT_DISHES,ROBOT_IRONING,ROBOT_LAUNDRY,ROBOT_MOPPING,ROBOT_VACUUMING,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,UV_VISOR_AMBER,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_YELLOW
OXYGEN_SHAKE_CHOCOLATE,0.01325094434660796,0.0038672887364665657,0.011935473849264872,0.005133423450036077,0.001732674579143657,-0.0005802935177847137,-0.011801957676955174,0.0028210548788371727,0.002445047734115349,-0.005008184531585159,1.0,0.009056413248674438,0.006668183867757261,0.00697149442409945,0.002799329575652178,0.001043930723854964,-0.001114820893714704,0.0019800847931823406,0.005171188801917391,0.003571587829153064,-0.00772604927137174,-0.0038909341632915435,0.0040420073392638655,0.0011729436817219938,0.0033856363768995845,0.0001042301122487834,0.006899603817252162,0.010292219096518783,-0.005439089242054866,0.012203488637821263,0.003750446443276154,-0.0005714217930889993,0.008801272382740932,0.0068925553204689585,-0.0008054897675127074,0.017706138062974143,0.020115674843149755,0.01080618761911277,0.011852408240271783,0.01132150376960927,-0.0019639109056749315,0.002430166855241323,0.0035951373538947676,-0.0037024005722165933,0.005043663704718773,0.01284899254326196,0.006642721378077194,0.003932736956331806,0.006386011974058613,0.008098814008704209
OXYGEN_SHAKE_EVENING_BREATH,0.021564044940340546,0.01223859786977713,0.005707931741348817,0.010943309139943591,0.006970896947137795,0.0006946341005698511,0.004727292341649087,-0.007495927285696827,-0.004121312676722244,0.0018613771835530456,0.009056413248674438,1.0,0.0068077444911691576,0.005538335217383104,0.00897628959925167,0.006301722370525508,0.004080916453871735,0.010833530262528424,-0.003332630043897971,0.007347761026116814,-0.000192052647726268,0.0006098466212693779,0.003018701534538872,-0.0035658281162553474,-0.001620122506428078,0.0042967905437932465,-0.001012602379080182,-8.152126460973205e-06,0.005850680323867317,0.003868481076249522,0.007924429338968864,-0.0013909958085707003,0.00668078097969114,-0.0008907087893908122,-0.003116419422229064,0.012229963915421423,0.007838661647977082,0.014153587335848669,0.007155762220571147,0.015207007435821726,0.004766147283257143,0.005480902524843263,0.008796071211518514,0.008777069894093943,0.000916179440782078,0.01614220477569319,0.013771102000225976,-0.0036095247152595745,-0.0014846728000945649,0.013005286708033631
OXYGEN_SHAKE_GARLIC,0.01603134787632035,0.01409083453791147,0.009407778965083526,-0.0026844734443967795,0.008699452805087554,0.0015387635716533382,0.006987624936227318,0.000631133542059863,0.009472076294965881,-0.0017820267658139233,0.006668183867757261,0.0068077444911691576,1.0,0.0033673831654287504,0.013385003548156096,0.01408522118545903,-0.0006503459253767687,0.010158566012200927,0.00509930589840619,0.005724338622816591,0.00017582681777889229,0.003350176440477313,0.00141343700869989,-0.0033531080284772154,0.005695277677223055,-0.0001757137261384576,-0.0048114998027524334,0.006239555266841062,0.008362484411312165,-0.0019265728277382296,0.008635067059144958,-0.002285415008360211,0.005418475049283266,0.0176995481300104,0.0077919349753451835,0.017954459551623694,0.0071537828089901934,0.020471067880931886,0.0008899288946927521,0.010737581903958104,-0.00431538004010119,-0.002345191259700598,-0.006276788606075064,0.0002107450962282656,-0.005768516757786795,0.009360270842816994,0.007000723222237825,0.010061761367916651,-0.00656384674023826,-0.00390876551207262
OXYGEN_SHAKE_MINT,0.007924905244874318,0.008199908615750212,0.007643985049115488,-0.0023083074491276794,0.006416993010089667,0.0030656856231363718,0.0017286650998639204,-0.012401792567594907,-0.0008394261851774031,0.001537741098388341,0.00697149442409945,0.005538335217383104,0.0033673831654287504,1.0,0.006678073888719875,0.000618426138536103,0.0014389059458833023,0.008355342330019389,0.006710882734392946,-0.004573539136858676,-0.008412619927063238,0.008781117849728631,-0.002340694882809594,-0.0029119767126872375,0.004286361889432972,0.006439225339787875,-0.0005771800253928691,0.002939020921627498,0.0033292275544200703,0.0062651673320588104,-0.004218751455360789,0.00749302370960352,0.01628172431537293,0.0028552400019364135,0.008090947072312317,-0.0005127893329895086,0.01571780654760427,0.017007133156617112,0.010159125529766427,0.02796272010364292,0.0012875102031038059,0.007478765684234754,0.00867631766739536,0.009535183149379808,0.0011777823318321868,0.0020001232616049503,0.011682261905956372,-0.004673365187292489,0.011816414284964973,0.011526744680106718
OXYGEN_SHAKE_MORNING_BREATH,0.0024029050158317394,0.006316600486214095,0.005173590706659887,0.008389532863056949,0.013105174238718013,-0.0012849083683379432,-0.010396107419980741,-0.005523430223185395,-0.0013476469799238487,-0.0034963473604485377,0.002799329575652178,0.00897628959925167,0.013385003548156096,0.006678073888719875,1.0,0.01155500652451112,0.010169426950485526,0.009064317865797977,0.00893939603946543,-0.004884147489907065,-0.010136662796995849,0.005379637768547247,6.655539218978362e-05,0.004907448445965982,-0.005194191963618579,0.0076600168335952705,0.0008087856454416488,0.012429740486193464,0.0025665558828413112,-0.004607021908484494,0.005600917299170991,0.011352596377258916,0.006363348882245256,-0.0003090491011110209,0.0028927587830420037,0.02180979483051729,0.009937689937775326,0.017059527017747607,0.003943249926235418,0.0071230488778231925,0.004825935127716594,0.008631580097522665,0.007050121936547637,0.009218072658241826,-0.0015680326729912769,-0.0006052137484315265,0.00898783598918281,0.003574545015335888,0.0007956918395765004,0.011777012378307349
PANEL_1X2,0.0036052991159773538,0.008172498038640022,-0.003013734592095259,0.009480293142796381,0.0023107748469861703,-0.0028903509286635457,-0.004807760316577228,-0.004799018927286796,-0.0020616099245945626,0.004214513813069937,0.001043930723854964,0.006301722370525508,0.01408522118545903,0.000618426138536103,0.01155500652451112,1.0,0.005967439282479257,0.010726326824884948,0.0046031132394540614,0.008440293913346567,0.005338098609496253,4.788189917781035e-05,5.919789442532461e-06,-0.0061412354316623795,0.008012082925592223,-0.002463097474936112,-0.001911645390172029,0.012746073176313152,0.009512387313815271,0.002539050607194332,0.015530325931536557,0.007880641457266316,0.006308078411967028,-0.0027154681893090445,0.0026457799549363587,0.007041892918755694,0.020237108435057157,0.010325978737108908,0.013728387774048414,0.01866354944763501,0.004412846314407904,0.007458253242204398,-0.0003744070813431541,0.0059807155677431435,0.0026683866766382697,0.006610179724893228,0.0018410721789071526,0.0103235204089572,0.013077242595051634,0.010068807385244098
PANEL_1X4,0.0032006090176466225,0.007472995194245151,0.0012761930265602769,0.003171118274482149,-0.0003629050962738665,-0.006050219602616943,-0.0034829757919893657,-0.0017004556307839873,-0.0034693291276112347,-0.000763930714427008,-0.001114820893714704,0.004080916453871735,-0.0006503459253767687,0.0014389059458833023,0.010169426950485526,0.005967439282479257,1.0,0.005677214608777445,0.010564424578374053,0.00036640896231806815,-0.0056283073161225924,0.007902899396354215,-0.00973683919965427,0.0021076435471950386,0.002117251107900676,0.003056223076193878,0.00416281562031811,-0.0022905723278460193,-0.0063155231461644295,0.011329186782457897,0.0009520056498177671,0.005390475389445116,0.008534769262640097,0.006027882677428599,-0.0029493797893126866,0.015197641667627838,0.009689073293555013,0.007977079949770162,0.007447106900474381,0.002052103900196417,-0.0011342723181647927,0.003689440215833624,0.0005583745097668283,0.005413651400066435,0.00065471712347508,0.016224434816738232,0.0039618370026031965,-0.0012927599755039778,0.0022386918333154922,0.010334587879767902
PANEL_2X2,0.001672212309835031,0.0023327383400000806,0.0028204353229025324,0.009837831234558506,-0.008235842765360317,0.0052754569400102974,0.0041907003227865764,0.004674587152899316,-0.0005803002909662623,0.004994478814508361,0.0019800847931823406,0.010833530262528424,0.010158566012200927,0.008355342330019389,0.009064317865797977,0.010726326824884948,0.005677214608777445,1.0,-0.008451855557575185,0.0011990890398177628,0.002341954359834449,0.0020111342268162237,-0.00397681746524592,-0.005982764763972086,0.012598820618374622,0.003657741043892393,-0.0031237338747131397,-0.004149492297442822,0.0004284858226089957,-0.0008039920445400547,0.005022482137762786,0.0029054857899273243,-0.003717368982783713,-0.0035552257277214035,-0.0013320186069174988,0.012506035810551982,0.007346826871405862,0.0051741289651693525,0.007984568977611855,0.005385851933098489,-0.0014984013175144723,0.004787135542506543,0.0018417528229470461,0.0002088955007656824,-0.0008760529222603281,0.004036392971361326,0.0004964486379594403,-0.0056666161076781366,0.006024731883642386,-0.0013822307921844714
PANEL_2X4,-0.00738719450455095,0.01800945676624311,0.008262039627682936,0.013983192915422616,0.008434310563847082,0.005439535812773421,-0.0029798439515509685,-0.003431182601124831,-0.0032453358678987327,0.00425509499291278,0.005171188801917391,-0.003332630043897971,0.00509930589840619,0.006710882734392946,0.00893939603946543,0.0046031132394540614,0.010564424578374053,-0.008451855557575185,1.0,0.0059064819490977204,0.0037514917694476085,0.0062371101006803075,0.003779356339783409,-0.007091429734033465,-0.0012738483016143261,0.010120978245687398,-0.0009738205819862137,-0.00338408023853077,0.010245389020948762,0.0016614491181127717,-0.0015141071447714637,0.010832492322374512,0.00758416345175358,0.004099270870039424,0.005800928516908533,0.01157165527780139,0.01269346084356716,0.011514410591165623,0.007592840733582639,0.011029280847061215,0.012675890290577464,0.007383864621913153,0.0034919077959599597,0.007699003101441503,0.005944292923717263,0.008340701552367687,0.012873102645420185,0.014090318408278128,0.005377545854286533,0.012389335303656598
PANEL_4X4,0.005190267371859631,-0.0021851512169439855,0.004732201662030598,-0.00019606116152708943,0.009504461938515901,0.003027644562400036,-0.003495916669316677,-0.006547064723871292,0.004183980126238484,-0.0006867063343037919,0.003571587829153064,0.007347761026116814,0.005724338622816591,-0.004573539136858676,-0.004884147489907065,0.008440293913346567,0.00036640896231806815,0.0011990890398177628,0.0059064819490977204,1.0,0.0062893565450003385,-0.0054063458971894025,-0.0033846873950534916,0.0018012228306034635,-0.003457189010909516,0.0002719641491619402,-0.0025736845880051616,-0.0070537410638973974,0.009822162359040296,0.0030215016365972187,0.003509874922957322,0.007781570650672656,0.01218796681639248,0.0028582213048456017,0.008410711752366084,0.004720227894762456,0.0073171486619086476,0.009754569745669671,0.006846053234725989,0.016528968438144755,0.00031295069514100275,-0.006675518543656779,-0.0010671736522706444,0.009957786774292087,0.0020695609924276034,0.006237559690190918,0.00882041909817642,0.006275213955715286,-0.0019374626033993952,0.00029848612969606486
PEBBLES_L,0.001870881170518482,0.007222728576641369,0.0022940686497391906,0.0008204213231828583,0.004019472088982806,0.0013741774015522475,-0.0014418552028624683,-0.006218868943174639,0.002754455011844891,0.0035473133023031667,-0.00772604927137174,-0.000192052647726268,0.00017582681777889229,-0.008412619927063238,-0.010136662796995849,0.005338098609496253,-0.0056283073161225924,0.002341954359834449,0.0037514917694476085,0.0062893565450003385,1.0,0.011067352245862772,0.006505083588261214,-0.493156769944807,0.00496576357105495,0.0065049876679044855,-0.000538933646079837,0.010210899254544404,4.240103836011601e-05,-0.0047626096199177145,0.0023078882779865337,-0.002807187731011649,-0.0013296939941696046,0.002400374526025585,-0.009153420803743956,0.0028138702721149816,0.010247250598852068,-0.006741836313931639,0.007832030157145866,-0.0015925349043887595,-0.0010919335330304924,0.0005741422592290142,-0.004823592467622879,0.0010964661451938233,-0.002511307584760083,0.005022043735462481,0.00542149076379532,0.007099123319837541,-0.004210987790370883,-0.0015413273048527187
PEBBLES_M,-0.00011202110644646066,0.002234530242152969,0.0023900245192196054,0.009876831073804876,-0.003561694121462901,-0.008624435091180431,0.004156630816349686,0.004879550118357546,0.00044963075374204563,-0.0068124616587087825,-0.0038909341632915435,0.0006098466212693779,0.003350176440477313,0.008781117849728631,0.005379637768547247,4.788189917781035e-05,0.007902899396354215,0.0020111342268162237,0.0062371101006803075,-0.0054063458971894025,0.011067352245862772,1.0,0.011600862915046466,-0.5059318818640386,0.01562732723724312,0.0043091840189710415,-0.00276174723000974,0.007239105077627071,0.004639801933399796,0.005348147892371547,-0.0073253742922733765,0.0005395873617689154,-0.0029599177544069916,-0.007937172503284703,-0.007623088338906773,-0.010977784183693355,-0.00790971970842529,0.008162285733092365,-0.008720847425873396,0.009366523384127407,-0.010057641252364887,0.0022701114269448814,0.0005066045579725869,-0.006254845207870443,0.0036307653444405726,0.002510140349081734,0.010654808542490126,-0.005167406706466394,-0.003032305909434656,0.005997144163107219
PEBBLES_S,0.002420344686059387,0.004889546096230307,-0.009455454323115767,-0.00984548960188373,-0.016875616153473355,0.0031128936789624716,-0.0063478152580694865,-0.0040752346361376595,-0.005618683219868219,0.001659190465634552,0.0040420073392638655,0.003018701534538872,0.00141343700869989,-0.002340694882809594,6.655539218978362e-05,5.919789442532461e-06,-0.00973683919965427,-0.00397681746524592,0.003779356339783409,-0.0033846873950534916,0.006505083588261214,0.011600862915046466,1.0,-0.48293566761512197,-0.005397949767690558,-0.004961424952027634,-0.00022524615173669972,-0.0029493046705119743,-0.0045592533975899715,-0.001106853301260847,0.0048489793771670925,0.003892421961611694,0.009172192954293132,-0.003942900005860433,-0.0002965326679583167,0.0006824317852433556,6.46520635232828e-05,0.0013582627084881536,-0.0004301484185995262,-0.0020226282863982027,0.0067098507618737965,0.0037224841156817652,0.007729652817841924,0.0011717251144249558,-0.005690379128268875,0.0008082179791997989,0.002339340627451295,-0.009781601850577273,-0.005558773197436661,-0.0006549365858604388
PEBBLES_XL,-0.0010273643362117045,-0.008827784410820605,-0.001966982119659578,-0.0007513074801726494,0.010277184956924711,0.005212819485187968,0.002615066876410557,0.0032673080013477874,-0.0037036454148071276,0.0019519192473646909,0.0011729436817219938,-0.0035658281162553474,-0.0033531080284772154,-0.0029119767126872375,0.004907448445965982,-0.0061412354316623795,0.0021076435471950386,-0.005982764763972086,-0.007091429734033465,0.0018012228306034635,-0.493156769944807,-0.5059318818640386,-0.48293566761512197,1.0,-0.4751281898423835,-0.00392280526942015,-0.0002194680310171872,-0.0011888083759896606,-0.0002519172045954792,0.00687221021058126,-0.00216850036990376,0.0016631267469893803,-0.003555405426217875,0.004296086675537378,0.009488353400278383,-0.0025300207009601177,-0.000489730122424214,-0.0014495049033904112,0.0015914563869908031,0.0041405517934699,0.0013389080263859047,-0.0079193503111804,-0.005777318120011748,0.003922333782225059,0.009908402445992014,-0.005078367319246011,-0.0032817087576089096,0.008172116551095844,0.009924643236006477,-0.005560905466177511
PEBBLES_XS,-0.004752107241236587,0.0013447099614395928,0.012176984713285748,0.004355601835335843,-0.002752742837983096,-0.009442987547946117,0.0006305245135255583,0.002496887653709345,0.008784367286606191,-0.004358078653934658,0.0033856363768995845,-0.001620122506428078,0.005695277677223055,0.004286361889432972,-0.005194191963618579,0.008012082925592223,0.002117251107900676,0.012598820618374622,-0.0012738483016143261,-0.003457189010909516,0.00496576357105495,0.01562732723724312,-0.005397949767690558,-0.4751281898423835,1.0,-0.0003488334658399457,0.006243956458178294,-0.015108253078934153,0.0004638385751647354,-0.01041673692555651,-0.0004273036049120175,0.0002755433025695774,0.00033139030829524175,0.0033781569036456867,0.00038586714134221953,0.012019460914192174,-0.0028304706390889557,0.00112885196966855,-0.0018211909964863764,-0.01377461478454868,0.0029867918354891513,0.007764896175096856,0.008528529737720012,-0.0033776799694869666,-0.017818857289031695,0.005069886213233484,-0.009520762938145287,-0.005161229504379176,-0.011019754386736942,0.010484764933954338
